feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
-0.42343658317927757,-0.4899440209739625,-2.2259354179580777,1.1389106114800476,-0.46995787317315146,0.06547442006202779,1.8190771901958052,-0.4211027721618318,0.4675749124821571,-0.006424536323260177,-2.161055997349271,0.9626861261657156,2.277688926030931,-0.0783866997293929,0.3070094247424675,-0.7372616763919609,1.0048216917579127,0.2305415868507293,-0.2359800988669462,-0.7875514406287065,1
-1.0108814965896014,0.08882296227878847,-0.2841395546889674,-0.035757644373514225,0.6040248469495526,0.021735772244565976,-0.0378867010218419,1.8575908766496656,0.8209671393129958,0.4409157525050212,0.9963884256430094,1.0355685718298213,-2.2267615249572263,1.038727899914912,0.9444478273562944,-0.13879640094553602,-0.060280749027981445,-1.2381611443354588,-1.6599055625051826,0.527568116112033,1
0.9067872729323987,-0.23927314715185138,-1.8804355440630813,0.29282884358668343,-0.6368823889389575,-0.13933030581697814,-0.45121882694387655,-0.3774234011303297,-0.13080059372695568,0.6696356214966815,-0.1383352820163779,-0.9885454167407425,-0.23320849820639397,0.27751585888189023,0.5941029656577999,0.4131474759526224,3.157771283044298,0.320187854921873,0.20713943677856853,-1.5693895953746837,0
0.8220660780325274,-0.4211988166129132,0.00878844263207182,1.2019316695395432,-0.2655926332624114,0.16742844913984495,0.8241028968557058,-1.1681778278502002,-0.16414941272177394,-1.1472252650157262,-2.2175910793587708,0.6343327204343971,0.3240364427065333,-0.03204749416371351,-1.3653221944601435,0.872153105684055,-1.096875079383986,0.03352470238858753,0.6844504776364279,0.05786404742675647,1
-1.3772954892720999,0.22525668198359955,0.9559358223307622,-0.7346710936768595,-1.1646633485123947,-0.04623703605403866,1.1572445477310251,0.6569290663420881,-0.17149560038823927,0.23268052245678575,-0.788047623233008,-0.3111459975624936,1.1422073928855578,-0.3751089949435645,0.21704681614675514,-0.3433351758524492,1.4338328386598447,1.568518985472554,-1.2039136489663802,1.1835491025816047,0
-0.48879979835093157,1.6159816799179296,-0.4803596724913551,-0.36833271003917634,0.5232190111769367,0.029059247525279646,0.6645524143941822,0.03808450571949245,0.7747733900743572,0.3786111402612803,1.5861141314213119,1.0437221867310693,0.650489639988436,1.9121780476629535,0.8616717699892796,0.20792969196167435,0.5648641321559589,-0.937413788436313,1.0823787113234427,-1.5941763252676036,1
0.5106006904103135,0.3323723332239848,-0.851180482447485,0.18807335699177305,2.2096055760423776,0.16351740093169878,-0.2365373833685352,0.19495509241218734,-1.3115491378986817,-0.6896094390127999,0.15763455844094396,1.3157310302119514,1.399417926653883,-0.28815026242251623,-0.514159959179352,-0.7956551338258075,-0.024129110454973405,0.15047449877390098,-0.7865720915578501,0.665334534508875,1
-0.7047284356108838,-0.6981996746110497,-2.00745686074501,-0.3631166611555665,-0.30561911106831297,-0.04807560403718017,-0.44594371386116016,1.0539857711828762,0.11314045705302281,-0.13551399568916256,-1.189232465077129,-0.9334859756979552,-0.1449045790814313,0.18932830729237413,-0.4920990559556174,-1.5375847964491753,0.5720062783004729,0.29724427338012405,0.6336610247740587,-0.3883469383011584,0
-1.3410647133015687,-1.5553737338412423,0.28918367311872534,-0.020560557350507186,-0.21966945235096014,-0.038310933037487525,0.03139586553277644,1.0469117944881394,1.6075783063995104,-0.702249298943002,-0.30518884548075176,-1.7042298380673684,-0.20487666386471723,-0.13851224460722475,-1.522229833249709,0.7436517755401733,-0.33524408186802673,-0.42389004232235256,0.6095260452086012,-1.1789234912983253,0
-1.5856257067695927,0.19433346333823323,1.0941795475214755,0.1996104184027828,-0.861309579697108,0.1266515064640234,-0.05872042710462872,0.8371544863313845,0.4465365069407115,-1.139300659443502,-0.21415031071118876,0.04111998239529813,-0.8370901336150396,-0.9420601835742449,-1.5490641074690417,1.1400678464951604,-0.32115903870570245,-0.5479958187411378,2.178562173991662,0.4790031433927589,1
